caseId	origin	category	resolutionText	curve	pointsBits	evaluationTimeBits	expectedKind	expectedBits	expectedCategory	sampleRateBits	sampleNumberBits
rt-seed-0082	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fd9f94ab6e20a58;402e400000000000:3fcfea96ca790b14;4043e00000000000:3fed326e31eac791;404ec00000000000:3fcfc2c0219ce654;4050480000000000:3fd90ca3f1c062ba	4041e5a4f223f10b	bits	3fe9c9d64b6c55a2			
rt-seed-0083	seeded	seeded-linear	1	LINEAR	0000000000000000:405bf350526a0299;4014800000000000:400a46563f1736b0;4030000000000000:404f2c88eba03369	4012d4e69ac742c2	bits	402a000000000000			
rt-seed-0084	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:bfba33c0d5fcf120;4038200000000000:bfe6897442077440;4041600000000000:bfb6ce0417e0b060;4047700000000000:3f87445ae1b54400;404a400000000000:bfe19dbe8f115866	4042c872d5807d5c	bits	bfb0d53c07174b76			
rt-seed-0085	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fe5f839745d05d0;402c800000000000:bfd440bc06f65120;4033400000000000:bfaf64565f50eae0	0000000000000000	bits	3fe5f839745d05d0			
rt-seed-0086	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:40784d5ddc17d408;402d400000000000:40841dfbe84935da;4041300000000000:408502425461300d;404c700000000000:408d49775a945259	4041300000000000	bits	408502425461300d			
rt-seed-0087	seeded	seeded-linear	0	LINEAR	0000000000000000:3fe36f325a9a946f;401b800000000000:3f6b42e740847800	4002181585e87f46	bits	3fda26d1579c074c			
rt-seed-0088	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4056b63337802c28;4033400000000000:c0529a0357effe98;4034000000000000:4040ae0e23f108d0;4042e00000000000:c056915e07beb5ae;404d900000000000:c054b428831e9307	4034000000000000	bits	4040ae0e23f108d0			
rt-seed-0089	seeded	seeded-linear	-1	LINEAR	0000000000000000:3fe9a802b25d7cc4;402fc00000000000:3feefc38a75acb62;4035200000000000:3fe3f6aaa39dba6b	402fa61e91893300	bits	3feef7e0a2a95de8			
rt-seed-0090	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fe2ea099eb77523;4038c00000000000:3fb6bc552a95f5e0;4040900000000000:3fa00b418c0e5aa0;404a200000000000:3fd0efaa523bac3c;404bc00000000000:3fedae5f3cfe9d58	40441c502db243e4	bits	3fbe2e8430b3d5f7			
rt-seed-0091	seeded	seeded-linear	0.5	LINEAR	0000000000000000:4054aad928e487bf;4000000000000000:4043c437a43c526a	0000000000000000	bits	4054aad928e487bf			
rt-seed-0092	seeded	seeded-linear	0	LINEAR	0000000000000000:40405609799472e7;4030400000000000:4052a1ce69c86a98;4036600000000000:40535627e89e9fbe;4047d00000000000:40534f5cbbb7b0b5;4051f80000000000:404bc73bfbb5f8a2	402b34782649d065	bits	4050ed5dd4161bc8			
rt-seed-0093	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3ff12cc7e70861c0;4016000000000000:400bf51da2a437c0;4035a00000000000:c031970c184a19ac	4031523d538ad18f	bits	c02799999999999a			
rt-seed-0094	seeded	seeded-linear	0.001	LINEAR	0000000000000000:40510342c27bec10;4010000000000000:405fae7e2fb0439e;403c400000000000:400e4a5ffabcef2a	403c400000000000	bits	400e4a5ffabcef2a			
rt-seed-0095	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fdc9e419099c0dc;4031800000000000:bfed29c2e7633026;403d400000000000:3fe926bc95d870c8;4046f00000000000:3fe7a853c5f80b5a	4040faa3a1839ab4	bits	3fe8ba70aff85ff5			
rt-seed-0096	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:4084f7006c0d9bbc;4031e00000000000:408e5e7cc74adac0;4041200000000000:40625e3a3b213dc4;4045c00000000000:4044447e4d817558	4037b596871977bd	bits	40852f528d0e5ccc			
rt-seed-0097	seeded	seeded-linear	0.01	LINEAR	0000000000000000:4055e250fb26cffc;401b800000000000:40514f6e2e2be3e5;4024400000000000:405e28aba3d4629f;402e400000000000:4044d2a63a864e60	402e2233d2ec967d	bits	404548f5c28f5c29			
rt-seed-0098	seeded	seeded-linear	0.00	LINEAR	0000000000000000:407bfb1c725973a3;402cc00000000000:407bd7ef7ec5eb61;402f400000000000:40813a4477979196	3ff8e8b9a708f3d8	bits	407bf74d350a6aad			
rt-seed-0099	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fea74b98bb6beea;4012000000000000:3fe8843eefda8b14	4011035b88fcf7f6	bits	3fe89f775edc2e6a			
rt-seed-0100	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:40512d4aa303c838;402d800000000000:c051d7b73b98dfa6;4042000000000000:4052e49199a48390	404079ef2221f782	bits	0000000000000000			
rt-seed-0101	seeded	seeded-linear	-1	LINEAR	0000000000000000:404b9150a2c8c5f4;4027c00000000000:4052d1dbb35bc4ba	0000000000000000	bits	404b9150a2c8c5f4			
rt-seed-0102	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4041b02f70038d71;4014000000000000:4054e831369f5ea8;4026800000000000:405a1c9287c3e9a1	401d2db874b6b307	bits	4056d15810624dd3			
rt-seed-0103	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3fcc62ec04d915a0;4001000000000000:3fe5cc53d3727eb8;4035000000000000:bfe3dbed37673edc;4042a00000000000:3fda82cf96d5f4a0;4043b00000000000:bfdb56231a33eebc	403fbef52e2f30bd	bits	0000000000000000			
rt-seed-0104	seeded	seeded-linear	0.10	LINEAR	0000000000000000:4032e0a2da92f389;4026400000000000:40528f3039a8d792;4028000000000000:405242cfb9324cd0;4040e00000000000:40573e9c3873f41f	4053700000000000	bits	40573e9c3873f41f			
rt-seed-0105	seeded	seeded-linear	5	LINEAR	0000000000000000:403299875b5d1d0c;4013800000000000:40416aec4226324c;4026800000000000:c057aa7394394765;403f600000000000:4056193eb729cf74	4027284f33289f20	bits	c056800000000000			
rt-seed-0106	seeded	seeded-linear	0	LINEAR	0000000000000000:3fca8c946888edb4;4021c00000000000:3feb48eda2cc9a75;403f800000000000:3fd43c5e0ed0694a;4042800000000000:3fe1bb4dd12efec5	4039b8c021a45601	bits	3fdd0129571ccd11			
rt-seed-0107	seeded	seeded-linear	0	LINEAR	0000000000000000:4034cd53d02e68cc;401b000000000000:403158c42460d86c	0000000000000000	bits	4034cd53d02e68cc			
rt-seed-0108	seeded	seeded-linear	0.10	LINEAR	0000000000000000:3fd3f70fde6cf38e;4025400000000000:3fad5b9913ef8fa0;403a400000000000:3fd5ca02d5100706	402fcb568cf31c22	bits	3fb999999999999a			
rt-seed-0109	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fef047951789ae6;4036400000000000:3fd77209d11ab8b4;4043b00000000000:3fc1407a50d73334;4048b00000000000:3fe23684b2d0394a	0000000000000000	bits	3fef047951789ae6			
rt-seed-0110	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3fb9ba097dab7c00;4022400000000000:c054a7f0c260070a	0000000000000000	bits	3fb9ba097dab7c00			
rt-seed-0111	seeded	seeded-linear	1	LINEAR	0000000000000000:4074a81865f161e1;4002000000000000:407626cf8c01a398;4032000000000000:40851a6720bf0308;403cc00000000000:40751c22720907b4;4048700000000000:406019372745bf43	40150419e743b916	bits	4079f00000000000			
rt-seed-0112	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3fe73ea212cd9d5b;3fe0000000000000:3facf1399d87dd10	3fcad3c5cf115cc2	bits	0000000000000000			
rt-seed-0113	seeded	seeded-linear	0.25	LINEAR	0000000000000000:bfbd92a6bcd57b90;4036400000000000:bfec66937b0af0a2;4042800000000000:bfef7254c6e9acf8	40323135bf7e0acf	bits	bfe0000000000000			
rt-seed-0114	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fd600c2ab129cd4;4039000000000000:bfc502615197fcb8;4039c00000000000:bfd0bf97287599c4	403266bae8c780cf	bits	bf9ec9fd0eb3f7ea			
rt-seed-0115	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:c04896d14b195fdb;402c800000000000:4054b829544bce88;4033e00000000000:c051263e8927a182;4042f00000000000:40402d78cef8a10c	4038951fe25348ab	bits	c08f400000000000			
rt-seed-0116	seeded	seeded-linear	0.2	LINEAR	0000000000000000:40878b36f05d0a56;4016800000000000:4085c987d5923712;403e000000000000:4081d82c004708b8	4053800000000000	bits	4081d82c004708b8			
rt-seed-0117	seeded	seeded-linear	0.10	LINEAR	0000000000000000:403a727f582be410;4028400000000000:4047739ccb36f908;403c600000000000:4044f7c7de59e804;4041000000000000:405105aaeefee436;4046500000000000:40336a47b43f2ed8	4040ea479b3741a5	bits	4050cccccccccccd			
rt-seed-0118	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:405f68f984cbe67c;3ff4000000000000:405f0512838c8c85;4023000000000000:4051af90fc522750;4033c00000000000:4051d81ba6ee0772;4038400000000000:4048f77fca87a800	40326ea073dc30d4	bits	4051d2e53eb399f6			
rt-seed-0119	seeded	seeded-linear	0.2	LINEAR	0000000000000000:bfe4fd6574cfe906;4018000000000000:bfc4a5ec988baa88;403aa00000000000:3fe1c2bc74bf8bf6;4043900000000000:3fdde01c791c610c	40199dff3a7b5d86	bits	bfc999999999999a			
rt-seed-0120	seeded	seeded-linear	-1	LINEAR	0000000000000000:4041cd7ba97936b8;4038800000000000:4041c4f1bb240434	0000000000000000	bits	4041cd7ba97936b8			
rt-seed-0121	seeded	seeded-linear	-1	LINEAR	0000000000000000:404a9b899d6afa67;402fc00000000000:4057c25fc27fd9dd;4036a00000000000:402d73af51dcab69;403a600000000000:4032c757c1420f31	40236058d1d44908	bits	4053af3e991ee4f2			
rt-seed-0122	seeded	seeded-linear	0.5	LINEAR	0000000000000000:40420115ee8d3e9c;4026c00000000000:4042497ab74af704;403ba00000000000:c035d0004722fedc	40112360d3901ca5	bits	4042000000000000			
rt-seed-0123	seeded	seeded-linear	0	LINEAR	0000000000000000:404bfcead190f40e;4033600000000000:405080dd361c80de;4035000000000000:4050cdea9cf261c0;4046900000000000:3fc4e60d448e6fe8;4049800000000000:404afee953d09086	4030c8d0c197353e	bits	40502af8643b169b			
rt-seed-0124	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4071cc6822b6a30d;402cc00000000000:407e8b8a3c715896	4022c7d8bd03cff3	bits	407a2004189374bc			
rt-seed-0125	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3fdbbd339d324ba4;4035a00000000000:3fe21c9e55b21744	40242260d0ada275	bits	3fd999999999999a			
rt-seed-0126	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4042d98230a53b2c;4032c00000000000:c054b1f9b77a6486;4043900000000000:405602a5eade410a;4046e00000000000:404056805019c13c;4049100000000000:c053549bc775fffc	403c4f5bfd3a9e64	bits	c0050c49ba5e353f			
rt-seed-0127	seeded	seeded-linear	5	LINEAR	0000000000000000:3fd2dcc06e0b08fc;4033a00000000000:3fd2df2105fdc048;403c800000000000:3fe9e737afc60c1a;4041d00000000000:bfed943b32033fd8	402ef48d0a1dfaf8	bits	0000000000000000			
rt-seed-0128	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:bfe46e741ac6b468;4034200000000000:bfeff0747636e90c;403de00000000000:3fee5cae3a30a3c0	4053780000000000	bits	3fee5cae3a30a3c0			
rt-seed-0129	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:4054169cbb4ac0d2;4033c00000000000:405cf7895024b4fb;4040500000000000:405bcc68515bd0b9;4045800000000000:405551f2712440d9	40444c97b7b9bad7	bits	408f400000000000			
rt-seed-0130	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4043176c2379b22a;400e000000000000:405732ad95406735;401a800000000000:405cbcbbc12ba734;403ca00000000000:402ff294b8c1f3a0	40084b588c9ed756	bits	405499eb851eb852			
rt-seed-0131	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fedf8543eea6400;4022400000000000:3fd70322037076e6	3fce44ffd064a632	bits	3ff0000000000000			
rt-seed-0132	seeded	seeded-linear	-1	LINEAR	0000000000000000:402c436557fafb74;4031e00000000000:404015f664879630	404c700000000000	bits	404015f664879630			
rt-seed-0133	seeded	seeded-linear	0.25	LINEAR	0000000000000000:405e64ef21a38ef5;3fe4000000000000:4056f6f523288039;4028c00000000000:4042474e4161e65c;403bc00000000000:40545d2c51dfd8cb	401f3696c1d113e2	bits	404d200000000000			
rt-seed-0134	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fe9d4c34ec8aa6c;402ac00000000000:3feb8958d748187b	40149ed9b81648d0	bits	3fea7d091b5c816b			
rt-seed-0135	seeded	seeded-linear	0.25	LINEAR	0000000000000000:3fd02616195680ee;401e000000000000:3fea3d8773a5f983;4021c00000000000:3fe34dd22a359961	400e9eef21a3eb48	bits	3fe0000000000000			
rt-seed-0136	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fd4cd336a0ee904;4011800000000000:bfd5f12b8f6c0940;4023000000000000:bfbf099019bd8d30	3fdc1661d5a3d5c5	bits	3fd3333333333333			
rt-seed-0137	seeded	seeded-linear	1	LINEAR	0000000000000000:407c2541fa4197c8;4036a00000000000:4084160d11e7ebb0	40272256b61bcf13	bits	4081200000000000			
rt-seed-0138	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:405437a4b3653355;4035e00000000000:404b9c8612fae892;403f000000000000:4054e1abccb78ba8;4046b00000000000:405966741c3b121e;404f900000000000:4051ca3b92ba4aa6	4043ee95a0d9ff61	bits	0000000000000000			
rt-seed-0139	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:408c5f94749ecdf7;4034400000000000:406b8c6b858da58b;4040000000000000:407110ba318160cd;404cb00000000000:4071f226d79d5710;4051c80000000000:408807f0581f0345	4052480000000000	bits	408807f0581f0345			
rt-seed-0140	seeded	seeded-linear	0.001	LINEAR	0000000000000000:405963e085a4da19;4031800000000000:405231486ebc121d;4040a00000000000:404b23e5b4f7f1bc;4047300000000000:405c870676db0b3d;404e100000000000:405a3eb90a82524d	4040a00000000000	bits	404b23e5b4f7f1bc			
rt-seed-0141	seeded	seeded-linear	0.2	LINEAR	0000000000000000:40442753f0ba6243;4034800000000000:4048e53e4270dc92;4042c00000000000:4051fff9e4f941f9;404e400000000000:4043a65bde6a764d	404d811e82c53245	bits	4044cccccccccccd			
rt-seed-0142	seeded	seeded-linear	5	LINEAR	0000000000000000:402aea080f4e2b84;4029c00000000000:4054419bdf2ed837;4032600000000000:40334bc4ee33c168;403ec00000000000:4045f71ed6bfab31	400251c431e77a20	bits	4039000000000000			
rt-seed-0143	seeded	seeded-linear	0	LINEAR	0000000000000000:4000c1895b4f08c0;4025000000000000:400289c330055a40;403a800000000000:403021ff9a053880;4044a00000000000:405111ce72b1737c;404bc00000000000:c041c75d9aa35210	40374c81739d73da	bits	402abcc6ffebde21			
rt-seed-0144	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:4013e73b5c88e282;400e000000000000:40225c8f788d3fad;4031000000000000:4009f46caff17efa;4041200000000000:40407ecb9ae159c3;404c300000000000:405532155a267b32	401a9c4c8e9830f5	bits	401f9add3746f65f			
rt-seed-0145	seeded	seeded-linear	0.2	LINEAR	0000000000000000:3fa4c0beccfc48a0;4022c00000000000:bfebf64bb4ae6a86	3fbac1d96669893c	bits	3fc999999999999a			
rt-seed-0146	seeded	seeded-linear	0.5	LINEAR	0000000000000000:405c516e366c412f;4033400000000000:40488312b11c8a0a	40296ee816597ce1	bits	4051c00000000000			
rt-seed-0147	seeded	seeded-linear	1E+3	LINEAR	0000000000000000:3fe3c8ff4f6b798e;4025800000000000:3fe135655828caa4	400babec6a93dc42	bits	0000000000000000			
rt-seed-0148	seeded	seeded-linear	1	LINEAR	0000000000000000:40575438b73abfc8;4031000000000000:401049c93ab270e0;4044100000000000:c0530731600754d6;4049500000000000:40514890fbbd32c8	40462a9d22b5034c	bits	c032000000000000			
rt-seed-0149	seeded	seeded-linear	0.1	LINEAR	0000000000000000:408970fb589e364f;4016800000000000:4082a3264ffb134d;4034400000000000:408881e293326650	0000000000000000	bits	408970fb589e364f			
rt-seed-0150	seeded	seeded-linear	0.123456789012345678901	LINEAR	0000000000000000:bfefd4c2ea6533c8;4035200000000000:bfdd44f952c0d7a0;403a600000000000:3fe5a12f2eca610c;4045c00000000000:3fd8ae1a259c9160	4041a05de2bf5e88	bits	3fe3c0ca428c59fb			
rt-seed-0151	seeded	seeded-linear	0.25	LINEAR	0000000000000000:405f3b01a1560ce2;4033a00000000000:405ad7072cbea889;403b600000000000:405b84940c18d58a	40175457742e7edf	bits	405df00000000000			
rt-seed-0152	seeded	seeded-linear	1E-7	LINEAR	0000000000000000:3fead55f8390a6bc;3ff6000000000000:3fef64bfa365ba0f;4024800000000000:3fd69094b9f663b4;4029400000000000:3fed64e791f44492;402ec00000000000:3fdfd0e28a033ae6	40262917fbfc9638	bits	3fe19d2c9660fff5			
rt-seed-0153	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fc8a5275183d368;401c000000000000:bfc24c2fe87a3ec8;403bc00000000000:bfe06c05082d4846;4048000000000000:3fc00225772ae308	401c000000000000	bits	bfc24c2fe87a3ec8			
rt-seed-0154	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fe7c57eecd4561b;4012800000000000:3fde1b97f2ccbec6;402e400000000000:3fea5e1b9ea050b1	0000000000000000	bits	3fe7c57eecd4561b			
rt-seed-0155	seeded	seeded-linear	0.01	LINEAR	0000000000000000:c054a4baf337979e;4024800000000000:404faa264b1ac258;4041000000000000:404bd1884285c5a4;404cb00000000000:40278c89ab1e2508;4051a80000000000:c0280aa70cbca290	4033fbdb4e0a683a	bits	404e170a3d70a3d7			
rt-seed-0156	seeded	seeded-linear	-1	LINEAR	0000000000000000:4055fd53b4e5290b;4021c00000000000:4045abbe1e0e3c1f;4030200000000000:4052c4b998a73c55	4028d6e96799c1eb	bits	404d6da31a774645			
rt-seed-0157	seeded	seeded-linear	0.00	LINEAR	0000000000000000:4053f506763f42ae;4013800000000000:c04784e55ff65426;4021800000000000:4046964e74f4a9c4;4031800000000000:4056a29d1a6258e6	402379df5b8ec5ae	bits	404926031dbb2a91			
rt-seed-0158	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:3fb6a9a1d3bfcfc0;4030a00000000000:3fe57b589f7b068c	404a500000000000	bits	3fe57b589f7b068c			
rt-seed-0159	seeded	seeded-linear	0.25	LINEAR	0000000000000000:406b7066aec37620;4037600000000000:4061e5030e299891	400e191a1bfe5876	bits	4069e80000000000			
rt-seed-0160	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fef25a000111dd3;4026800000000000:3f84229b170ef500;4033a00000000000:3fb882441a755160;4036c00000000000:3fd15c7e63518b44;4043100000000000:3fd6ec392a05c0fa	403e3d51aed62a7b	bits	3fd41206b508fb4f			
rt-seed-0161	seeded	seeded-linear	0.25	LINEAR	0000000000000000:4071c79f93444963;4028400000000000:406fd01f1ccfc9ab	402220bd6c17543e	bits	4070640000000000			
rt-seed-0162	seeded	seeded-linear	0.10	LINEAR	0000000000000000:40533d08da36cb8c;4024000000000000:405fbf71485b9a7e	4017608b6eafd6ef	bits	405a866666666666			
rt-seed-0163	seeded	seeded-linear	0.25	LINEAR	0000000000000000:bfe1e93c58ecaa00;4029c00000000000:bfd0369ed3627490;402b800000000000:3fe7f137f93a8b5a;4035e00000000000:3fe2aab4db1ea374;4046e00000000000:bfe49708d42bee00	40328882cc204d4e	bits	3fe8000000000000			
rt-seed-0164	seeded	seeded-linear	0.5	LINEAR	0000000000000000:405bd0556caedecc;4038400000000000:4005ab39f9365ce6;4041100000000000:405874084b6e72ef;4045700000000000:40576ee58691ea0b;404fe00000000000:4055d599d8d71d2d	40499b3058bd1cbd	bits	4056e00000000000			
rt-seed-0165	seeded	seeded-linear	0.00	LINEAR	0000000000000000:4082a0fd87e31a4d;4027400000000000:4058a1a8e64c0d43;4032400000000000:407843393ff27a9a;4043c00000000000:407f899262360bb7;4047b00000000000:408acf42ea7ca401	403fa8dc02092a49	bits	407cda70c104ac6a			
rt-seed-0166	seeded	seeded-linear	-1	LINEAR	0000000000000000:405c623b7873a40e;401e800000000000:4048fe485042b0d7;4037800000000000:40508b6e5cc73fc6	40349d6460388f5b	bits	404f9e2ee16e8d6f			
rt-seed-0167	seeded	seeded-linear	0.00	LINEAR	0000000000000000:bfcf5e2a60a7b9d8;4036e00000000000:bfb08d45aa531b10;4038400000000000:3fe4e46448585396;4044c00000000000:bfc39fd9ea84c540	4047400000000000	bits	bfc39fd9ea84c540			
rt-seed-0168	seeded	seeded-linear	0.2	LINEAR	0000000000000000:bfd6fd5a74bc71f0;4028000000000000:3fe471f2c068cc24;4042b00000000000:bfe941b1c533ef60	40300fc40cd7e92d	bits	3fe3333333333333			
rt-seed-0169	seeded	seeded-linear	0.001	LINEAR	0000000000000000:4088529f43b33b04;4037400000000000:408d8d81f510e9e3	40345431b2b82b1e	bits	408ce549ba5e353f			
rt-seed-0170	seeded	seeded-linear	1E-400	LINEAR	0000000000000000:c055b961fd587296;4038a00000000000:4055b9ff65c9e676;4045800000000000:c05219f12b444922;4046900000000000:c0538cc49d522fef;4046e00000000000:c04c5ce708eeb39c	4014c9cf69bde6bb	bits	c0491b9c318456e3			
rt-seed-0171	seeded	seeded-linear	5	LINEAR	0000000000000000:3f9c8e5e01e7d380;4036a00000000000:3fe34428e66bba1f;403a000000000000:3fc45bec2310bd7c;4047700000000000:3f96aa72bc8ffa60;4050900000000000:3fdc7bc082edc6d8	403a036e746908e9	bits	4014000000000000			
rt-seed-0172	seeded	seeded-linear	0.001	LINEAR	0000000000000000:3fd2202d8b87aa50;3ffc000000000000:3fe382b36906bff9;4012000000000000:3fb624b703eac170;401d800000000000:3fe0ada8ffd947f4	4010532badc4e395	bits	3fc5604189374bc7			
rt-seed-0173	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fa08330efc1bc60;4011800000000000:3fe8893503805ff6;4035200000000000:3fe84106b0d8b782;4042400000000000:bfe2370678f2d286	403ce07b12d728aa	bits	3fb999999999999a			
rt-seed-0174	seeded	seeded-linear	0.5	LINEAR	0000000000000000:3fe0ef7d1025d9de;4034600000000000:3f954b86e4d37400;4043f00000000000:bfbe9d1a3ce3d7d0;4045e00000000000:bfc25ed530d9adf0;404ea00000000000:bfc19a73000e22a0	4046668518610b90	bits	0000000000000000			
rt-seed-0175	seeded	seeded-linear	-1	LINEAR	0000000000000000:bfe253e67d07aff2;4012000000000000:3fe0a6829ebd9aea;401b800000000000:bfcdadbbc6fb1ec0;403ee00000000000:3fdb526d8c486208	4033832709567ca7	bits	3fbd7193764f7f98			
rt-seed-0176	seeded	seeded-linear	0.1	LINEAR	0000000000000000:3fc3a53aec07eec8;4037000000000000:3fd379e610351258	401606528449d5f9	bits	3fb999999999999a			
rt-seed-0177	seeded	seeded-linear	0.1	LINEAR	0000000000000000:bfe112f663ec96bc;4038c00000000000:3fdcf8c8fabc6eac	4033ced10fc12c02	bits	3fc999999999999a			
rt-seed-0178	seeded	seeded-linear	0	LINEAR	0000000000000000:3fe983300e057e9d;401f800000000000:3fda4afa08446248;403c400000000000:3fd5f00ca4239132;403e800000000000:3fe99276fdd5afce	40342aa4d2b00fc1	bits	3fd7aa608d766616			
rt-seed-0179	seeded	seeded-linear	0.00	LINEAR	0000000000000000:3fd12841f0bc062c;4030400000000000:3fb2bebb08303178	401f2914b3dd28b1	bits	3fc65b86b2ef3f06			
rt-seed-0180	seeded	seeded-linear	-1	LINEAR	0000000000000000:4072d0dc42a2ae37;4039000000000000:407e871d85fb6ab4;4048600000000000:40890cde2b714ebe;4052100000000000:4063c39559a5dfc4	40218aa90461ff0c	bits	4076ecbf24c9a6d2			
